,epithelial cell of proximal tubule,fibroblast,glomerular visceral epithelial cell,kidney capillary endothelial cell,kidney connecting tubule epithelial cell,kidney distal convoluted tubule epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,leukocyte,mesangial cell,parietal epithelial cell,renal alpha-intercalated cell,renal beta-intercalated cell,renal principal cell
ENSG00000171603,0.07776917,0.05286502,0.054879926,0.06865152,0.117085606,0.08644611,0.07488979,0.08017306,0.069059335,0.1069255,0.04611285,0.052364472,0.11277762
ENSG00000178585,0.097034045,0.04256998,0.2918558,0.05002317,0.054830886,0.06712027,0.110167,0.020246623,0.042770162,0.06304514,0.044557456,0.061651945,0.054127533
ENSG00000162441,0.06567786,0.08669542,0.06692231,0.04524213,0.09057058,0.099945106,0.08391401,0.10917509,0.0680525,0.070176326,0.088088386,0.04727331,0.0782669
ENSG00000173614,0.098478846,0.013639934,0.04018901,0.06621798,0.09090783,0.13260046,0.115394264,0.0761538,0.038417,0.07756159,0.07873259,0.1009307,0.070775986
ENSG00000162444,0.03303394,0.0011299847,0.06109176,0.44811803,0.027066968,0.0689617,0.07190108,0.0011299847,0.054397963,0.032652646,0.1180488,0.0011299847,0.08133713
ENSG00000130939,0.06366474,0.087341964,0.068005115,0.09413199,0.071303464,0.07520579,0.058936138,0.07563494,0.103218615,0.08067771,0.09136209,0.061373044,0.06914433
ENSG00000054523,0.0922191,0.07023511,0.10105785,0.08509717,0.057213448,0.06527032,0.07111256,0.048825637,0.06990232,0.07490179,0.10449791,0.11117491,0.048491806
ENSG00000284642,0.15406731,0.0025565035,0.0025565035,0.11600424,0.0025565035,0.085620545,0.10744263,0.0025565035,0.0025565035,0.060004182,0.29660922,0.10648216,0.060987204
ENSG00000142657,0.041461647,0.010995387,0.11418716,0.023216128,0.101449266,0.10644161,0.07024166,0.14171527,0.03807644,0.016489731,0.14798024,0.10376188,0.08398355
ENSG00000251503,0.14714856,0.04550414,0.06835566,0.020773469,0.08764443,0.0790825,0.083262,0.0008309803,0.05588557,0.11567642,0.048853796,0.11189796,0.13508452
ENSG00000160049,0.096730664,0.052351866,0.04308583,0.0742935,0.0862003,0.09062538,0.09945029,0.058104724,0.06512522,0.070945494,0.12588449,0.06750925,0.06969302
ENSG00000142655,0.072288476,0.05072765,0.056024082,0.05640451,0.09472142,0.07958694,0.070864,0.056823738,0.07391471,0.10374325,0.098624974,0.10346416,0.08281211
ENSG00000130940,0.0128060235,0.019908916,0.1535128,0.010901769,0.14084288,0.10428827,0.072513975,0.014894279,0.013141998,0.01855075,0.15435205,0.13904192,0.14524427
ENSG00000272078,0.01769888,0.002752678,0.07749533,0.002752678,0.08544967,0.08601004,0.0907995,0.002752678,0.002752678,0.002752678,0.02705822,0.4804646,0.12126033
ENSG00000120948,0.069130495,0.15369464,0.09841423,0.02910252,0.054930054,0.1164313,0.09719024,0.0018362213,0.08934588,0.0018362213,0.10127609,0.06816131,0.11865078
ENSG00000009724,0.2427425,0.013602699,0.013602699,0.16920914,0.11524556,0.06032651,0.08348387,0.013602699,0.013602699,0.013602699,0.23377343,0.013602699,0.013602699
ENSG00000116649,0.09126394,0.1121255,0.07984984,0.012406728,0.09250174,0.06035942,0.076936826,0.00052082277,0.11774028,0.060026973,0.07811383,0.12912248,0.08903161
ENSG00000171824,0.07572598,0.07212101,0.061687853,0.07560579,0.07089128,0.06976711,0.06826684,0.108295575,0.07327553,0.07457589,0.081033364,0.07922547,0.08952825
ENSG00000226849,0.040593438,0.0014879381,0.0014879381,0.052146442,0.08734416,0.09789467,0.10523524,0.2672674,0.11770698,0.058431122,0.06289262,0.055275083,0.052236937
ENSG00000230337,0.15210162,0.014685373,0.014685373,0.014685373,0.014685373,0.12287622,0.100981325,0.014685373,0.014685373,0.49187243,0.014685373,0.014685373,0.014685373
ENSG00000198793,0.050355453,0.10504989,0.05323004,0.08837283,0.06372611,0.08330076,0.11098548,0.041610397,0.05894962,0.046592243,0.104560435,0.127723,0.06554377
ENSG00000225602,0.043821905,0.006998075,0.006998075,0.006998075,0.006998075,0.031864177,0.07691446,0.006998075,0.6989126,0.006998075,0.006998075,0.006998075,0.092502266
ENSG00000171819,0.033368304,0.9111374,0.0026640976,0.0026640976,0.0026640976,0.0026640976,0.0288532,0.0026640976,0.0026640976,0.0026640976,0.0026640976,0.0026640976,0.0026640976
ENSG00000120942,0.054497186,0.07344859,0.10652295,0.04665006,0.053755064,0.12344979,0.14626685,0.00032952867,0.05162097,0.04761421,0.124010645,0.10389871,0.06793547
ENSG00000204624,0.012960631,0.012960631,0.012960631,0.39555085,0.012960631,0.063605525,0.012960631,0.012960631,0.012960631,0.012960631,0.012960631,0.4112372,0.012960631
ENSG00000116661,0.015710367,0.00074128195,0.29337728,0.016864467,0.08987432,0.1006347,0.08433299,0.00074128195,0.06985412,0.057398215,0.023124602,0.00074128195,0.24660508
ENSG00000132879,0.054216158,0.09741055,0.05246923,0.009746467,0.12501746,0.14234783,0.11605304,0.06563754,0.015429334,0.07309899,0.10489645,0.039359078,0.10431785
ENSG00000116663,0.07465178,0.08981176,0.06291852,0.02597448,0.057487473,0.029138848,0.036859106,0.36599797,0.0012334585,0.056915075,0.013257235,0.08892794,0.09682635
ENSG00000116670,0.023142759,0.023194378,0.015400165,0.039460365,0.095431425,0.17133932,0.14479831,0.09811522,0.07259984,0.018716851,0.0816441,0.1677382,0.048419055
ENSG00000162490,0.011948449,0.002710126,0.002710126,0.035361335,0.094003,0.24024981,0.14650455,0.002710126,0.002710126,0.05417799,0.0543134,0.30033937,0.052261572
ENSG00000177674,0.1367762,0.03110367,0.10074365,0.11268438,0.046197046,0.034323674,0.038955912,0.25520924,0.021851195,0.09962388,0.02923817,0.00021080604,0.093082204
ENSG00000215910,0.11089257,0.003925536,0.003925536,0.084551625,0.10291872,0.043447856,0.037352063,0.003925536,0.2640024,0.09027316,0.13038214,0.003925536,0.12047739
ENSG00000177000,0.19087508,0.12756644,0.027965717,0.08586989,0.029282928,0.032844137,0.039529808,0.08764463,0.17555864,0.09052891,0.038866986,0.0372596,0.036207195
ENSG00000011021,0.12303913,0.092644356,0.0536698,0.061075788,0.06952266,0.06276886,0.07732328,0.04405275,0.11633766,0.10689111,0.054994043,0.06249842,0.07518208
ENSG00000116685,0.11254625,0.07446621,0.1685139,0.106304206,0.06347007,0.074210316,0.08030803,0.00026953054,0.06342052,0.06499334,0.09579568,0.043164745,0.052537188
ENSG00000083444,0.34863326,0.07838878,0.029882336,0.04827727,0.048270393,0.04701823,0.03264251,0.12414404,0.07213843,0.05324116,0.032939266,0.03802667,0.046397578
ENSG00000116688,0.079857595,0.032006826,0.052554928,0.06022352,0.09726971,0.12561579,0.122870676,8.7779896e-05,0.053137053,0.085030764,0.13294438,0.091591075,0.06680987
ENSG00000116691,0.0811036,0.072628245,0.15678832,0.10994595,0.052469548,0.038667947,0.050217606,0.13183545,0.054818947,0.06393233,0.048715167,0.07598659,0.0628904
ENSG00000120949,0.01373834,0.00094744534,0.70087546,0.090280674,0.00094744534,0.012098805,0.0036340577,0.00094744534,0.093703106,0.050563283,0.030369038,0.00094744534,0.00094744534
ENSG00000028137,0.0018911132,0.03243086,0.00421501,0.08972813,0.001617971,0.0026072983,0.0023335277,0.84277636,0.011373519,0.0015923494,0.0021810136,0.0042274767,0.0030253448
ENSG00000048707,0.060997803,0.08778811,0.052495822,0.07641877,0.08736651,0.08414242,0.08602902,0.07407767,0.0780816,0.058135,0.08020564,0.10032646,0.073935136
ENSG00000162496,0.066986576,0.17967653,0.18368071,0.15523393,0.02357219,0.032849904,0.030262884,0.04578404,0.03664315,0.077762574,0.06861133,0.07956653,0.019369613
ENSG00000272482,0.0019223357,0.10526632,0.16130333,0.17765632,0.016185766,0.014999517,0.047685165,0.0019223357,0.09419098,0.039531548,0.2025675,0.13484652,0.0019223357
ENSG00000204518,0.00032965417,0.19865805,0.4030209,0.023430472,0.00032965417,0.0076843156,0.0029348878,0.25827122,0.00032965417,0.100731224,0.00032965417,0.00032965417,0.0036207796
ENSG00000157330,0.029885799,0.007009724,0.89300716,0.007009724,0.007009724,0.007009724,0.007009724,0.007009724,0.007009724,0.007009724,0.007009724,0.007009724,0.007009724
ENSG00000162494,0.020887157,0.84024006,0.0020214452,0.0020214452,0.016567325,0.008675554,0.01212848,0.0020214452,0.0020214452,0.042170975,0.0020214452,0.0020214452,0.04720172
ENSG00000162493,0.009298971,0.24337514,0.54186225,0.09850599,0.0043818955,0.0048779547,0.0059690964,0.00057436316,0.00057436316,0.05638915,0.012672784,0.020943653,0.00057436316
ENSG00000116731,0.03680248,0.0752841,0.07359027,0.07835425,0.07142773,0.04879573,0.057925425,0.13269657,0.061871536,0.06537233,0.092537194,0.11328618,0.09205628
ENSG00000189337,0.04451623,0.0719071,0.014923743,0.034293596,0.13011147,0.083395965,0.10932571,0.04747588,0.039064337,0.12547725,0.054265983,0.0843514,0.16089141
ENSG00000234593,0.107898064,0.0012101999,0.059072938,0.058485202,0.15588817,0.073036484,0.11840017,0.0012101999,0.08588166,0.025456646,0.15980855,0.08064095,0.07301082
ENSG00000175147,0.03425017,0.003923361,0.0019155382,0.03597185,0.09666555,0.041719377,0.041735616,0.038878053,0.15175168,0.009606915,0.159456,0.26177767,0.122348316
ENSG00000171729,0.03651775,0.030635437,0.008484524,0.05421979,0.115483046,0.054975353,0.038107548,0.044653125,0.109888956,0.025121843,0.1004109,0.20659499,0.17490676
ENSG00000204464,0.027100202,0.0013317451,0.033385392,0.0013317451,0.16896795,0.034399208,0.050525196,0.0013317451,0.068008766,0.0013317451,0.07999947,0.2326974,0.29958948
ENSG00000142621,0.03535287,0.017549403,0.01082008,0.13626885,0.0705292,0.048338994,0.049740747,0.00019937473,0.12595811,0.2563203,0.0490368,0.017050585,0.18283466
ENSG00000233485,0.004038021,0.0013901476,0.0013901476,0.57811546,0.0013901476,0.0013901476,0.0048161945,0.0013901476,0.36130792,0.0013901476,0.0013901476,0.0013901476,0.04060112
ENSG00000142634,0.026474342,0.018815525,0.04642813,0.0828598,0.041730978,0.023190068,0.027079351,0.599337,0.061523475,0.019622201,0.039821394,0.0002474398,0.012870297
ENSG00000132906,0.03559096,0.061894227,0.067247726,0.016951345,0.100645944,0.059730165,0.06526068,0.045854382,0.07685946,0.13297862,0.082272016,0.07745248,0.17726198
ENSG00000116138,0.10736367,0.0621637,0.083118886,0.08053953,0.080746755,0.08231323,0.08549266,0.05792013,0.0721748,0.07364926,0.066250585,0.06273069,0.085536085
ENSG00000272510,0.64886904,0.012604973,0.012604973,0.1689475,0.012604973,0.05613366,0.012604973,0.012604973,0.012604973,0.012604973,0.012604973,0.012604973,0.012604973
ENSG00000116771,0.6305902,0.028044539,0.046925865,0.04912464,0.017253945,0.030293744,0.027176317,0.0002975505,0.055475816,0.054747,0.024434898,0.009595924,0.026039584
ENSG00000237301,0.10385634,0.0021998207,0.11861758,0.0021998207,0.093832955,0.17496306,0.2500005,0.0021998207,0.0021998207,0.059616942,0.08798917,0.0021998207,0.100124285
ENSG00000197312,0.13232867,0.10647735,0.0656633,0.07433461,0.07543869,0.083860844,0.07645993,0.044849455,0.062014226,0.060658872,0.086878285,0.06160396,0.069431804
ENSG00000116786,0.052974284,0.13283631,0.06315252,0.070078425,0.07633491,0.063710816,0.06948112,0.095870495,0.07367362,0.08033854,0.08274622,0.05122748,0.08757515
ENSG00000237938,0.42991883,0.0038336557,0.0038336557,0.12740488,0.0038336557,0.047601517,0.055070277,0.0038336557,0.0038336557,0.15294325,0.08262947,0.0038336557,0.08142984
ENSG00000162461,0.19999586,0.08922163,0.10274389,0.043532833,0.04829498,0.08520483,0.10025975,0.00043252486,0.07426517,0.033542853,0.073389314,0.05867332,0.090443045
ENSG00000224459,0.04427118,0.0051495475,0.0051495475,0.5355207,0.08746503,0.0051495475,0.056765705,0.0051495475,0.23478116,0.0051495475,0.0051495475,0.0051495475,0.0051495475
ENSG00000162460,0.6699014,0.07686759,0.00088373653,0.0106096985,0.00088373653,0.022068808,0.025356527,0.00088373653,0.10634354,0.04562931,0.038804404,0.00088373653,0.00088373653
ENSG00000162458,0.07064271,0.4379624,0.04757175,0.110458836,0.031607825,0.0063235327,0.012431439,0.00017868096,0.1806162,0.044472344,0.0048588384,0.011706984,0.04116837
ENSG00000233954,0.06833495,0.00078910927,0.11425644,0.043223448,0.06890981,0.097647786,0.097810924,0.00078910927,0.10588428,0.07172717,0.087373234,0.18512577,0.05812793
ENSG00000179743,0.056954846,0.024146302,0.11756359,0.050418854,0.057211336,0.082890406,0.113698885,0.20157559,0.053143017,0.08050656,0.054051846,0.0731408,0.034697838
ENSG00000065526,0.1198784,0.076962,0.051738773,0.076084614,0.047970023,0.07328619,0.072287686,0.11749923,0.10863666,0.079857804,0.051353917,0.07767345,0.046771254
ENSG00000116809,0.06936047,0.052997597,0.04754083,0.09285418,0.077843994,0.08440004,0.08842974,0.08988954,0.06678083,0.033820175,0.12775725,0.10627566,0.06204975
ENSG00000183888,0.012568647,0.002416342,0.002416342,0.03399709,0.021059208,0.011150814,0.059773427,0.002416342,0.002416342,0.061716527,0.78523624,0.002416342,0.002416342
ENSG00000173641,0.0020487641,0.0007531204,0.0007531204,0.016920676,0.019917399,0.11127567,0.085353084,0.0007531204,0.6728834,0.0007531204,0.06585292,0.0007531204,0.021982487
ENSG00000186510,0.011527383,0.027696501,0.010987793,0.015508873,0.15754078,0.22434999,0.14373665,0.03207757,0.029363126,0.0053496053,0.14190969,0.11392974,0.08602226
ENSG00000184908,0.014792041,0.010345695,0.00852581,0.015934378,0.11539632,0.22010784,0.17854021,0.029898535,0.017503697,0.010989582,0.18508169,0.13067639,0.06220787
ENSG00000185519,0.017351562,0.019021764,0.00036827548,0.014490627,0.07399845,0.13246126,0.22361548,0.00036827548,0.00036827548,0.00036827548,0.13710171,0.29629564,0.08419036
ENSG00000142627,0.027842468,0.14423631,0.075172186,0.091536075,0.08901764,0.025725646,0.07977648,0.00019244943,0.034604035,0.17894997,0.049813196,0.1300514,0.07308213
ENSG00000227959,0.013839073,0.004539706,0.004539706,0.004539706,0.4873804,0.019977707,0.1958354,0.004539706,0.004539706,0.095354564,0.04946613,0.004539706,0.11090856
ENSG00000224621,0.011411633,0.0038755287,0.0038755287,0.1149756,0.24084689,0.05468461,0.11200289,0.0038755287,0.18944366,0.20919967,0.0038755287,0.0038755287,0.048057403
ENSG00000142632,0.01969711,0.22154033,0.02081948,0.09678212,0.10046075,0.07347922,0.04871563,0.0007320282,0.0007320282,0.042654507,0.051960677,0.02817048,0.29425555
ENSG00000132881,0.14454626,0.0036944682,0.11242879,0.071881756,0.08723696,0.118156865,0.104255706,0.0036944682,0.0036944682,0.14409421,0.079852864,0.0036944682,0.12276872
ENSG00000037637,0.05482123,0.11832706,0.05518265,0.07638441,0.07756896,0.07245109,0.06680875,0.085957624,0.08213032,0.075157195,0.08006286,0.07770788,0.07743996
ENSG00000055070,0.05203042,0.09997941,0.10278938,0.081325784,0.04970775,0.09193629,0.08398886,0.044365913,0.0756396,0.06452279,0.09834047,0.0867254,0.06864802
ENSG00000187144,0.14515278,0.004388149,0.3635763,0.004388149,0.044633422,0.04835651,0.043590017,0.004388149,0.004388149,0.09106165,0.18792054,0.004388149,0.0537681
ENSG00000157191,0.029886823,0.09653588,0.058082066,0.13128981,0.060778327,0.059003063,0.047883566,0.232413,0.029071147,0.031051364,0.074207924,0.09248537,0.05731169
ENSG00000226029,0.032467663,0.00061464706,0.051867552,0.057755966,0.059945732,0.07557744,0.04943291,0.28891635,0.06314439,0.13774797,0.07077761,0.020353066,0.09139876
ENSG00000261135,0.10561761,0.001632081,0.046392947,0.04850885,0.160926,0.12904961,0.119967006,0.001632081,0.001632081,0.10311591,0.079875335,0.057240948,0.14440952
ENSG00000219481,0.077231005,0.08043744,0.08449677,0.06402624,0.08336652,0.075522915,0.049421053,0.062302973,0.0451757,0.12880285,0.066541195,0.055190384,0.12748492
ENSG00000282143,0.010825886,0.010825886,0.010825886,0.010825886,0.3290265,0.21706524,0.22273174,0.010825886,0.010825886,0.010825886,0.010825886,0.010825886,0.13374344
ENSG00000279151,0.62938607,0.030884502,0.030884502,0.030884502,0.030884502,0.030884502,0.030884502,0.030884502,0.030884502,0.030884502,0.030884502,0.030884502,0.030884502
ENSG00000282740,0.08185452,0.0066310843,0.19347842,0.0066310843,0.155104,0.1259129,0.17695737,0.0066310843,0.0066310843,0.0066310843,0.0066310843,0.0066310843,0.22027512
ENSG00000058453,0.17347603,0.08925451,0.057551984,0.09867735,0.07543779,0.06924493,0.060707614,0.011506177,0.10352812,0.08410962,0.054735478,0.044928182,0.07684217
ENSG00000238142,0.11682948,0.0010603886,0.24423082,0.15607674,0.04722492,0.03911431,0.059633758,0.0010603886,0.0010603886,0.07047982,0.17043407,0.0010603886,0.09173451
ENSG00000272426,0.17591214,0.005713132,0.005713132,0.09503398,0.080093995,0.058446303,0.15431695,0.005713132,0.2801837,0.005713132,0.06151209,0.005713132,0.065935194
ENSG00000117122,0.04190437,0.20722087,0.0038074986,0.26330444,0.09909163,0.0038074986,0.0038074986,0.0038074986,0.21689707,0.14492927,0.0038074986,0.0038074986,0.0038074986
ENSG00000226526,0.03271715,0.63363415,0.005252254,0.005252254,0.005252254,0.005252254,0.056921426,0.005252254,0.22945717,0.005252254,0.005252254,0.005252254,0.005252254
ENSG00000159363,0.041166916,0.047980722,0.11083614,0.13424407,0.07856825,0.06842881,0.04953933,0.16291425,0.02883554,0.05967374,0.07899616,0.044993713,0.09382239
ENSG00000117118,0.08053023,0.07670961,0.05868958,0.04364474,0.100517526,0.11039642,0.11412766,0.07528926,0.04599318,0.0376101,0.08419412,0.102636926,0.06966059
ENSG00000117115,0.0074978513,0.00020035142,0.026307775,0.020836141,0.014912102,0.1235641,0.38082114,0.38568953,0.00020035142,0.013912594,0.010193457,0.006546324,0.0093182605
ENSG00000159339,0.15235713,0.0111185275,0.0111185275,0.13648446,0.0111185275,0.09499778,0.068325974,0.0111185275,0.0111185275,0.23548445,0.23452042,0.0111185275,0.0111185275
ENSG00000179051,0.053834062,0.031773996,0.03843236,0.09180655,0.146942,0.07039732,0.060268775,0.115122825,0.044129312,0.036737666,0.06491925,0.09310377,0.15253207
ENSG00000074964,0.1287193,0.05425522,0.025497824,0.02207883,0.16476074,0.07438437,0.054299265,0.064252205,0.09866899,0.062050372,0.03908757,0.04170444,0.17024082
ENSG00000117154,0.0037144988,0.00022712999,0.024521694,0.00022712999,0.0026812137,0.002966153,0.0020828315,0.9273566,0.028740982,0.00022712999,0.002439096,0.00022712999,0.0045884172
ENSG00000179023,0.2774173,0.0009688674,0.02572994,0.047185816,0.09444679,0.18949035,0.11217854,0.0009688674,0.0009688674,0.01930578,0.04065213,0.09086088,0.09982578
ENSG00000009709,0.03941778,0.006532501,0.006532501,0.006532501,0.006532501,0.07996033,0.02300886,0.006532501,0.31103724,0.006532501,0.27058065,0.23026755,0.006532501
ENSG00000169991,0.1277253,0.22324608,0.17299153,0.13944538,0.07436652,0.045096762,0.032137465,0.0003092541,0.03452058,0.03503023,0.044429805,0.023864381,0.046836738
ENSG00000127481,0.116270944,0.07468364,0.056826606,0.07307573,0.07467936,0.069827,0.06008587,0.06361566,0.105135754,0.08280468,0.068944834,0.059192076,0.09485787
ENSG00000230424,0.035982043,0.0869191,0.10495361,0.07246853,0.09192034,0.0901308,0.12307265,0.00010235207,0.08451968,0.10012463,0.09756682,0.03485314,0.07738633
ENSG00000127463,0.061524477,0.043818723,0.07364504,0.09539969,0.070468664,0.09685512,0.08415988,0.0001629068,0.14142892,0.045789003,0.09992901,0.10304888,0.08376969
ENSG00000053372,0.08033774,0.09938364,0.0003393812,0.05740911,0.073328145,0.07912235,0.09896509,0.0003393812,0.05653423,0.14475568,0.10643723,0.11958024,0.08346777
ENSG00000162482,0.31833723,0.07021372,0.012527786,0.04389983,0.07710574,0.12588727,0.094784245,0.00046913026,0.02646228,0.05723033,0.0072675217,0.051032215,0.11478266
ENSG00000053371,0.15583166,0.10371606,0.052637115,0.03554206,0.12282485,0.086797245,0.08942487,0.00032587704,0.039845914,0.06293656,0.060121637,0.09807754,0.0919186
